,ID,Name,HOF,HOF_n,HOF_mgr,FY,LY,SP,n_33,POS,ASG,G,AB,R,H,DB,TP,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,DBTP,BBSB,AVG,SLG,OBP,AW_P,AW_C,AWD,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,WAR
11297,tollewa01,"Tolleson, Wayne",N,0,N,1981,1990,10,10,1,N,863,2322,30.1,55.9,60,17,9,13.3,108,41,219,384,0,8,53,11,40,7.7,32.7,241,293,307,0,0,0,-191.5352022,30.95951083,-434.590313,-100.104953,-70.12920327,10.47034168,0.579066207
11311,torboje01,"Torborg, Jeff",N,1,N,1964,1973,10,10,1,N,574,1391,7.8,29.7,42,3,8,10.1,3,6,103,189,29,4,17,10,36,4.5,10.6,214,265,268,0,0,0,-162.8947619,8.601878027,-387.7827362,-86.50388297,-66.26410421,5.924564616,0.065901639
11314,torgeea01,"Torgeson, Earl",N,1,N,1947,1961,15,15,0,N,1668,4969,84.8,131.8,215,46,149,74,133,39,980,653,7,8,55,25,113,26.1,111.3,265,417,385,0,0,0,-403.3421619,26.35036848,-507.355415,-118.582809,-50.30194581,-2.512580949,2.557777042
11325,torrejo01,"Torre, Joe",N,16,Y,1960,1977,18,18,1,Y,2209,7874,99.6,234.2,344,59,252,118.5,23,29,779,1094,127,85,13,50,284,40.3,80.2,297,452,365,3,1,1,-549.8852889,74.29328555,-489.0562118,-81.83690549,-66.0660878,1.606665925,4.210555619
11337,tovarce01,"Tovar, Cesar",N,1,N,1965,1976,12,12,0,N,1488,5569,83.4,154.6,253,55,46,43.5,226,108,413,410,23,88,73,34,58,30.8,63.9,278,368,335,0,0,0,-300.5619335,90.35898812,-494.8546855,-74.89344784,-60.22151552,14.94550816,2.400161891
11350,trammal01,"Trammell, Alan",N,14,N,1977,1996,20,20,1,Y,2293,8288,123.1,236.5,412,55,185,100.3,236,109,850,874,48,37,124,76,156,46.7,108.6,285,415,352,8,0,1,-477.3114064,105.5474701,-479.1937481,-76.31768994,-55.72213191,6.992774311,4.003082667
11367,trevial01,"Trevino, Alex",N,0,N,1978,1990,13,13,1,N,939,2430,24.5,60.4,117,10,23,24.4,19,11,205,317,30,19,27,20,78,12.7,22.4,249,333,310,0,0,0,-222.3909214,20.33625565,-460.6002408,-85.41577348,-66.5363533,3.963872928,0.621732692
11369,triangu01,"Triandos, Gus",N,0,N,1953,1965,13,13,1,Y,1206,3907,38.9,95.4,147,6,167,60.8,1,0,440,636,49,21,26,32,128,15.3,44.1,244,413,322,0,0,0,-389.2706713,-22.14985593,-461.8373224,-78.92922388,-53.98929904,3.892201917,2.093990059
11371,trillma01,"Trillo, Manny",N,1,N,1973,1989,17,17,1,Y,1780,5950,59.8,156.2,239,33,61,57.1,56,57,452,742,35,34,88,49,143,27.2,50.8,263,345,316,6,0,1,-305.1007181,90.96618587,-457.5269951,-72.35405653,-58.99601091,4.686663004,0.832846493
11399,tuckemi01,"Tucker, Michael",N,0,N,1995,2006,12,12,0,N,1417,4083,62.5,104.7,208,49,125,52.8,114,56,490,960,31,39,41,33,67,25.7,60.4,256,423,339,0,0,0,-363.994893,0.296083037,-497.569588,-78.75950183,-49.45857339,6.622360572,1.005185659
11418,turneje01,"Turner, Jerry",N,0,N,1974,1983,10,10,0,N,733,1742,22.2,44.8,73,9,45,23.8,45,24,159,245,17,7,8,15,27,8.2,20.4,257,387,319,0,0,0,-254.2322601,-15.62984272,-497.5588751,-75.04894975,-63.86468575,4.823769712,0.642620404
11425,tuttlbi01,"Tuttle, Bill",N,0,N,1952,1963,11,11,0,N,1270,4268,57.8,110.5,149,47,67,44.3,38,44,480,416,18,13,52,29,143,19.6,51.8,259,363,334,0,0,0,-296.5583877,44.14288644,-477.0683287,-89.77927769,-59.01807007,5.884444836,0.839756299
11434,tysonmi01,"Tyson, Mike",N,0,N,1972,1981,10,10,1,N,1017,2959,28.1,71.4,118,28,27,26.9,23,18,175,411,56,14,30,22,70,14.6,19.8,241,327,285,0,0,0,-224.874439,26.07536755,-439.4858078,-66.1673427,-63.13097234,5.071458958,0.15740625
11457,unserde01,"Unser, Del",N,1,N,1968,1982,15,15,0,N,1799,5215,61.7,134.4,179,42,87,48.1,64,60,481,675,62,9,65,43,62,22.1,54.5,258,358,319,0,0,0,-319.3061214,57.2049641,-457.5142208,-78.51418369,-59.7987263,12.10520334,1.107586444
11462,upshawi01,"Upshaw, Willie",N,0,N,1978,1988,10,10,0,N,1264,4203,59.6,110.3,199,45,123,52.8,88,59,452,642,50,23,30,28,60,24.4,54,262,419,335,0,0,0,-363.2379903,7.715308968,-495.7474081,-75.24863751,-54.94937761,8.017618949,1.825591216
11472,uribejo01,"Uribe, Jose",N,0,N,1984,1993,10,10,1,N,1038,3064,30.7,73.8,99,34,19,21.9,74,46,256,425,84,4,37,8,33,13.3,33,241,314,300,0,0,0,-215.3646857,35.99881836,-440.903749,-83.01690073,-62.62085393,8.768935334,0.76794301
11478,vailmi01,"Vail, Mike",N,0,N,1975,1984,10,10,0,N,665,1604,14.6,44.7,71,11,34,21.9,3,17,81,317,5,5,2,13,43,8.2,8.4,279,400,313,0,0,0,-250.6186116,-12.6083864,-516.3458152,-60.29699738,-78.69761655,5.74425548,0.474017595
11503,valenbo02,"Valentine, Bobby",N,0,N,1969,1979,10,10,1,N,639,1698,17.6,44.1,59,9,12,15.7,27,20,140,134,5,9,35,27,49,6.8,16.7,260,326,315,0,1,1,-203.9592357,14.36314392,-467.546077,-93.10790446,-79.4949106,6.540143649,0.302776323
11506,valenel01,"Valentine, Ellis",N,1,N,1975,1985,10,10,0,N,894,3166,38,88.1,169,15,123,47.4,59,37,180,462,9,7,5,34,81,18.4,23.9,278,458,315,1,0,1,-365.7047847,-23.29538774,-520.3840301,-43.59247297,-65.98941331,8.559219933,2.506928066
11510,valenja01,"Valentin, Javier",N,0,N,1997,2008,10,10,1,N,631,1507,15.4,37.9,82,5,45,21,0,0,131,257,12,4,4,17,39,8.7,13.1,251,402,310,0,0,0,-254.4960027,-28.86742772,-501.8091837,-62.52566657,-57.03305793,5.583966698,0.399098016
11511,valenjo02,"Valentin, John",N,0,N,1992,2002,11,11,1,N,1105,3917,61.4,109.3,281,17,124,55.8,47,31,463,524,15,53,36,42,91,29.8,51,279,454,360,1,0,1,-381.0462637,1.69307561,-537.8104514,-79.63131565,-56.4065738,5.574833024,3.939326092
11512,valenjo03,"Valentin, Jose",N,0,N,1992,2007,16,16,1,N,1678,5539,87.2,134.8,302,41,249,81.6,136,56,630,1294,54,29,70,49,66,34.3,76.6,243,448,321,0,0,0,-487.5519167,-27.23089538,-451.5862852,-69.58934856,-48.20670606,8.914594474,2.546715213
11517,valleda01,"Valle, Dave",N,0,N,1984,1996,13,13,1,N,970,2775,31.4,65.8,121,12,77,35,5,7,258,413,11,63,33,17,105,13.3,26.3,237,373,314,0,0,0,-283.7479063,-7.819131803,-464.373459,-80.4461205,-51.67094277,4.410536855,1.406865861
11519,valoel01,"Valo, Elmer",N,1,N,1940,1961,20,20,0,N,1806,5029,76.8,142,228,73,58,60.1,110,79,942,284,12,38,65,17,111,30.1,105.2,282,391,398,0,0,0,-325.2328325,78.45198493,-537.0331858,-121.803448,-52.63895799,-2.513610678,2.153570842
11535,vandejo02,"Vander Wal, John",N,0,N,1991,2004,14,14,0,N,1372,2751,37.4,71.7,170,18,97,43,38,20,385,698,32,8,2,20,53,18.8,42.3,261,441,351,0,0,0,-334.2705128,-22.18907405,-529.942862,-81.68711956,-49.53647892,2.583418207,0.98041693
11547,vanslan01,"Van Slyke, Andy",N,1,N,1983,1995,13,13,0,Y,1658,5711,83.5,156.2,293,91,164,79.2,245,59,667,1063,55,27,12,61,94,38.4,91.2,274,443,349,7,0,1,-431.9214095,31.43040667,-504.8754852,-73.64135716,-53.11395089,2.389286022,3.636677987
11571,vaughgr01,"Vaughn, Greg",N,1,N,1989,2003,15,15,0,Y,1731,6103,101.7,147.5,284,23,355,107.2,121,59,865,1513,54,37,11,54,101,30.7,98.6,242,470,337,1,0,1,-593.0028468,-56.18923158,-431.8195811,-89.65335953,-54.2777187,6.673660706,2.230678925
11585,velarra01,"Velarde, Randy",N,0,N,1987,2002,16,16,1,N,1273,4244,63.3,117.1,214,23,100,44.5,78,37,463,853,6,49,38,19,118,23.7,54.1,276,408,352,0,0,0,-344.7760843,28.47266622,-510.5731978,-88.26327648,-62.34568031,13.89384123,2.234261375
11591,velezot01,"Velez, Otto",N,0,N,1973,1983,11,11,0,N,637,1802,24.4,45.2,87,11,78,27.2,6,10,336,414,17,11,9,16,41,9.8,34.2,251,441,369,0,0,0,-305.8712113,-39.93162155,-543.8066301,-99.72233652,-40.53293052,6.710726987,1.501103956
11593,venabma01,"Venable, Max",N,0,N,1979,1991,12,12,0,N,727,1397,17.6,33.7,57,17,18,12.8,64,18,120,218,9,7,23,13,18,7.4,18.4,241,345,302,0,0,0,-207.4524385,-8.26207195,-465.5874197,-78.23932546,-62.3394462,7.036331118,0.15724359
11598,venturo01,"Ventura, Robin",N,1,N,1989,2004,16,16,0,N,2079,7064,100.6,188.5,338,14,294,118.2,24,38,1075,1179,132,23,33,76,176,35.2,109.9,267,444,362,6,0,1,-559.4641626,17.62268155,-456.2439022,-101.4707603,-60.25389249,-3.526587621,4.205247249
11619,versazo01,"Versalles, Zoilo",N,0,N,1959,1971,12,12,1,Y,1400,5141,65,124.6,230,63,95,47.1,97,48,318,810,26,40,50,29,92,29.3,41.5,242,367,290,3,0,1,-319.9678543,36.78039943,-441.2337402,-54.45896748,-50.99322149,11.66375463,1.869182503
11620,veryzto01,"Veryzer, Tom",N,0,N,1973,1984,12,12,1,N,996,2848,25,68.7,84,12,14,23.1,9,23,143,329,8,33,49,25,62,9.6,15.2,241,294,283,0,0,0,-200.6520014,38.42660542,-420.9075008,-77.50738306,-71.51917948,5.653193073,-0.374725629
11626,vidrojo01,"Vidro, Jose",N,0,N,1997,2008,12,12,1,Y,1418,5113,72,152.4,341,12,128,65.4,23,16,478,556,35,37,36,44,145,35.3,50.1,298,445,359,1,0,1,-402.0641399,44.14803594,-534.7934591,-73.74690977,-66.84420243,9.027753084,1.83798178
11639,vinafe01,"Vina, Fernando",N,0,N,1993,2004,12,12,1,N,1148,4240,62.7,119.6,194,49,40,34.3,116,67,288,292,11,157,33,24,71,24.3,40.4,282,379,348,2,0,1,-285.2609222,60.61829826,-514.160081,-86.26134505,-65.66095179,13.72257353,1.564044707
11646,virdobi01,"Virdon, Bill",N,2,N,1955,1968,12,12,0,N,1583,5980,73.5,159.6,237,81,91,50.2,47,54,442,647,41,8,53,39,84,31.8,48.9,267,379,316,2,0,1,-340.7790619,71.61718514,-471.626785,-61.83185705,-56.84240964,17.7129133,1.436261883
11648,virgioz02,"Virgil, Ozzie",N,0,N,1980,1990,11,11,1,Y,739,2258,25.8,54.9,84,6,98,30.7,4,5,248,453,21,29,8,12,81,9,25.2,243,416,324,0,0,0,-311.78463,-36.82810857,-493.9057407,-75.1102517,-48.96334721,9.679611919,-0.027819549
11654,vizcajo01,"Vizcaino, Jose",N,0,N,1989,2006,18,18,1,N,1820,5379,63.3,145.3,204,47,36,48,74,62,378,729,33,16,107,38,105,25.1,45.2,270,346,318,0,0,0,-279.7106974,90.69689595,-472.2416459,-70.71771049,-62.72586217,6.355183503,0.615410612
11673,vukovjo01,"Vukovich, John",N,0,N,1970,1981,10,10,0,N,277,559,3.7,9,14,1,6,4.4,4,5,29,109,3,2,12,5,9,1.5,3.3,161,222,203,0,0,0,-124.5361038,-12.33679415,-308.7287939,-58.63117128,-46.05472903,4.099006585,-0.908566722
11689,wagnele01,"Wagner, Leon",N,0,N,1958,1969,12,12,0,Y,1352,4426,63.6,120.2,150,15,211,66.9,54,24,435,656,64,43,11,35,61,16.5,48.9,272,455,340,1,0,1,-454.8167564,-22.55675245,-492.3005491,-76.31596795,-65.74628773,13.41748824,1.466060606
11705,walbema01,"Walbeck, Matt",N,0,N,1993,2003,11,11,1,N,682,2109,21.5,49.2,79,5,28,20.8,13,12,133,343,4,10,14,14,56,8.4,14.6,233,315,280,0,0,0,-209.8308953,8.102069189,-426.471162,-72.41082244,-65.64892167,5.086423641,-0.342763158
11713,walkech01,"Walker, Chico",N,0,N,1980,1993,11,11,0,N,526,1217,15,29.9,37,7,17,11.6,67,19,109,212,7,1,6,15,22,4.4,17.6,246,329,305,0,0,0,-199.9778592,-4.712708793,-458.3875171,-88.08953566,-71.80081217,7.209538465,0.059050445
11724,walkela01,"Walker, Larry",N,5,N,1989,2005,17,17,0,Y,1988,6907,135.5,216,471,62,383,131.1,230,76,913,1231,117,138,7,65,153,53.3,114.3,313,565,400,11,0,1,-695.1999985,-15.59499141,-540.2547089,-86.40278471,-68.98618635,8.960068475,4.620448319
11734,walketo04,"Walker, Todd",N,1,N,1996,2007,12,12,1,N,1288,4554,64.7,131.6,284,30,107,54.5,66,37,421,571,34,16,18,46,102,31.4,48.7,289,435,348,0,0,0,-368.7610958,32.94210717,-528.5440603,-69.95159125,-64.53833986,10.03173637,1.033630069
11745,wallati01,"Wallach, Tim",N,1,N,1980,1996,17,17,0,Y,2212,8099,90.8,208.5,432,36,260,112.5,51,66,649,1307,89,77,6,77,192,46.8,70,257,416,316,5,0,1,-522.8194702,47.6122429,-423.7835976,-66.07063284,-55.88857252,0.988533024,2.594072744
11749,wallide01,"Walling, Denny",N,0,N,1975,1992,18,18,0,N,1271,2945,37.2,79.9,142,30,49,38,44,18,308,316,29,4,6,24,57,17.2,35.2,271,390,339,0,0,0,-279.552731,18.31903005,-510.9042314,-83.39294292,-65.01011245,1.364718441,1.199482811
11753,wallsle01,"Walls, Lee",N,0,N,1952,1964,10,10,0,N,902,2558,33.1,67,88,31,66,28.4,21,18,245,470,6,16,34,15,61,11.9,26.6,262,398,329,0,0,0,-286.3629613,-5.510904652,-502.8950745,-77.82877824,-62.01637779,9.98191083,1.12304742
11770,waltoje01,"Walton, Jerome",N,0,N,1989,1998,10,10,0,N,598,1573,24.1,42.3,77,8,25,13.2,58,29,138,280,2,19,16,14,25,8.5,19.6,269,376,333,1,0,1,-233.3568935,-4.756135595,-509.5053223,-88.0013285,-72.63182305,11.00819782,0.776761364
11782,wardda01,"Ward, Daryle",N,0,N,1998,2008,11,11,0,N,948,2234,24.2,58.8,131,5,90,37.9,1,6,192,422,36,9,0,27,66,13.6,19.3,263,447,320,0,0,0,-320.8996707,-36.14101412,-523.497304,-53.68934286,-56.08436743,3.413109531,-0.272623883
11786,wardga01,"Ward, Gary",N,0,N,1979,1990,12,12,0,Y,1287,4479,59.4,123.6,196,41,130,59.7,83,30,351,775,28,13,14,35,152,23.7,43.4,276,425,328,0,0,0,-378.290626,17.40794944,-498.3495512,-64.03544608,-64.95604035,6.864029097,2.165208504
11792,wardtu01,"Ward, Turner",N,0,N,1990,2001,12,12,0,N,626,1548,21,38.9,73,11,39,21.9,33,15,186,247,11,13,20,22,36,8.4,21.9,251,388,332,0,0,0,-248.023191,-18.77800931,-504.7520283,-86.21551509,-56.51634647,3.588948689,0.715707099
11812,washicl01,"Washington, Claudell",N,1,N,1974,1990,17,17,0,N,1912,6787,92.6,188.4,334,69,164,82.4,312,134,468,1266,77,36,25,51,140,40.3,78,278,420,325,0,0,0,-434.9298505,64.33002389,-477.803379,-57.21637834,-59.60453419,8.031797214,1.184444143
11817,washiro01,"Washington, Ron",N,0,N,1977,1989,10,10,1,N,564,1586,19,41.4,65,22,20,14.6,28,18,65,266,1,9,16,13,31,8.7,9.3,261,368,292,0,0,0,-221.1024104,-6.927968574,-483.235669,-56.60325295,-73.51792527,8.736243375,-0.02214328
11818,washiul01,"Washington, U. L.",N,0,N,1977,1987,11,11,1,N,907,2797,35.8,70.3,103,36,27,25.5,132,53,261,409,6,1,44,21,33,13.9,39.3,251,343,313,0,0,0,-233.809279,24.75213216,-467.8278495,-82.1982554,-63.26782772,6.214902738,1.298367478
11827,wathajo01,"Wathan, John",N,1,N,1976,1985,10,10,1,N,860,2505,30.5,65.6,90,25,21,26.1,105,36,199,265,10,14,28,18,89,11.5,30.4,262,343,318,0,0,0,-228.8206589,25.82853556,-476.7487129,-85.25364049,-72.41873372,3.817244628,0.893162084
11838,watsobo01,"Watson, Bob",N,1,N,1966,1984,19,19,0,N,1832,6185,80.2,182.6,307,41,184,98.9,27,28,653,796,98,48,11,65,173,34.8,68,295,447,364,0,0,0,-468.2729554,53.83515442,-513.0207538,-81.02236261,-65.95448782,-5.222439235,2.595848894
11873,webstle01,"Webster, Lenny",N,0,N,1989,2000,12,12,1,N,587,1450,15.7,36.8,73,2,33,17.6,1,3,140,209,5,12,11,4,53,7.5,14.1,254,375,324,0,0,0,-236.0417844,-15.10162654,-495.690228,-84.40662933,-63.66542108,6.296815953,0.555967842
11874,webstmi01,"Webster, Mitch",N,0,N,1983,1995,13,13,0,N,1265,3419,50.4,90,150,55,70,34.2,160,73,325,578,28,28,47,30,42,20.5,48.5,263,401,330,0,0,0,-301.4136785,12.39610788,-503.2150876,-73.59565133,-57.19584339,11.07529564,2.017744869
11884,wehnejo01,"Wehner, John",N,0,N,1991,2001,11,11,0,N,461,804,9.9,20,33,4,4,5.4,15,7,73,136,5,1,16,3,18,3.7,8.8,249,315,311,0,0,0,-180.1445212,-3.450807761,-458.3163831,-98.84550822,-77.68665662,8.285243244,-0.14793757
11895,weisal01,"Weis, Al",N,0,N,1962,1971,10,10,1,N,800,1578,19.5,34.6,45,11,7,11.5,55,22,117,299,11,14,45,9,24,5.6,17.2,219,275,278,1,0,1,-169.5042304,12.0701627,-401.5054741,-88.97544535,-64.91942277,5.764549186,0.155984118
11897,weisswa01,"Weiss, Walt",N,1,N,1987,2000,14,14,1,N,1495,4686,62.3,120.7,182,31,25,38.6,96,35,658,658,38,40,89,42,75,21.3,75.4,258,326,351,1,0,1,-254.6529632,80.45847599,-475.0952683,-111.5706681,-56.59550688,6.014364731,1.267089755
11937,wertzvi01,"Wertz, Vic",N,9,N,1947,1963,17,17,0,Y,1862,6099,86.7,169.2,289,42,266,117.8,9,19,828,842,33,27,24,43,143,33.1,83.7,277,469,364,0,0,0,-539.2995144,5.638960908,-489.5465838,-89.5261875,-61.16723989,-12.62888296,2.481954138
11970,whitalo01,"Whitaker, Lou",N,1,N,1977,1995,19,19,1,Y,2390,8570,138.6,236.9,420,65,244,108.4,143,75,1197,1099,79,20,89,91,143,48.5,134,276,426,363,8,0,1,-530.8871247,81.86377543,-465.7499452,-91.95955968,-53.07774451,9.462248838,3.95043644
11977,whitebi03,"White, Bill",N,0,N,1956,1969,13,13,0,Y,1673,5972,84.3,170.6,278,65,202,87,103,68,596,927,70,28,39,45,82,34.3,69.9,286,455,351,7,0,1,-475.2851467,29.69379795,-503.3328262,-72.99606173,-63.34806178,6.027590884,3.244296407
11981,whitede03,"White, Devon",N,1,N,1985,2001,17,17,0,Y,1941,7344,112.5,193.4,378,71,208,84.6,346,98,541,1526,32,87,61,47,98,44.9,88.7,263,419,319,7,0,1,-470.1688609,49.75549803,-451.6098343,-60.89802509,-53.95084629,14.51368341,3.238564356
11990,whitefr01,"White, Frank",N,1,N,1973,1990,18,18,1,Y,2324,7859,91.2,200.6,407,58,160,88.6,178,83,412,1035,27,30,101,65,156,46.5,59,255,383,293,10,0,1,-419.5451593,80.90501963,-428.9173646,-45.40862404,-51.40610484,3.862734665,2.028912248
11994,whiteje01,"White, Jerry",N,0,N,1974,1986,11,11,0,N,646,1196,15.5,30.3,50,9,21,10.9,57,28,148,174,7,7,7,9,13,5.9,20.5,253,363,337,0,0,0,-219.4201438,-12.14215137,-498.3748907,-100.1403825,-63.65951293,8.608554138,0.44506218
12000,whitema01,"Whiten, Mark",N,0,N,1990,2000,11,11,0,N,940,3104,46.5,80.4,129,20,105,42.3,78,40,378,712,42,17,5,17,81,14.9,45.6,259,415,341,0,0,0,-333.415694,-10.96266928,-503.1411825,-84.90777174,-56.31130252,6.921189925,1.526242545
12006,whitero01,"White, Roy",N,1,N,1965,1979,15,15,0,N,1881,6650,96.4,180.3,300,51,160,75.8,233,117,934,708,66,29,53,69,123,35.1,116.7,271,404,360,0,0,0,-424.7493109,65.62292132,-482.9282736,-95.72455709,-53.80618326,10.69446146,3.519663866
12007,whitero02,"White, Rondell",N,1,N,1993,2007,15,15,0,N,1474,5357,75.6,151.9,296,34,198,76.8,94,47,360,925,21,88,5,42,143,33,45.4,284,462,336,0,0,0,-462.5838631,9.655217269,-503.0713122,-60.27077235,-65.3775242,10.35686141,2.041097061
12008,whitesa02,"White, Sammy",N,0,N,1951,1962,11,11,1,N,1043,3502,32.4,91.6,167,20,66,42.1,14,15,218,381,27,12,33,23,129,18.7,23.2,262,377,305,0,0,0,-289.4599525,21.3406441,-475.2186411,-61.90964061,-66.30510877,3.543288521,0.939545935
12013,whitfte01,"Whitfield, Terry",N,0,N,1974,1986,10,10,0,N,730,1913,23.3,53.7,93,12,33,17.9,18,24,138,288,20,10,32,13,44,10.5,15.6,281,394,330,0,0,0,-252.4058844,-1.228039125,-521.4067624,-75.57782023,-77.26950044,11.50073908,1.202374169
12021,whitter01,"Whitt, Ernie",N,0,N,1976,1991,15,15,1,N,1328,3774,44.7,93.8,176,15,134,53.4,22,26,436,491,43,4,20,37,97,19.1,45.8,249,410,324,0,0,0,-360.0790424,-10.65535482,-475.6483371,-76.04577843,-53.53002358,4.773068626,2.18407867
12027,widgech01,"Widger, Chris",N,0,N,1995,2006,10,10,1,N,613,1826,18,43.5,104,7,55,22.2,10,9,141,384,7,14,6,11,34,11.1,15.1,238,393,296,0,0,0,-259.1018545,-28.78227535,-479.9397343,-56.53209451,-50.65943781,7.245327084,0.168418418
12048,wilforo01,"Wilfong, Rob",N,0,N,1977,1987,11,11,1,N,959,2690,31.8,66.8,97,23,39,26.1,54,33,205,387,13,14,86,19,26,12,25.9,248,345,303,0,0,0,-241.3972278,15.30762281,-458.8417318,-75.86264585,-64.47328557,6.915536906,0.837027206
12055,wilkecu01,"Wilkerson, Curt",N,0,N,1983,1993,11,11,1,N,972,2452,27.2,60,78,23,8,17.9,81,43,138,403,8,12,32,17,39,10.1,21.9,245,305,286,0,0,0,-195.6334808,30.05376736,-434.3719021,-75.43858196,-72.31353521,7.452913763,-0.122557525
12063,wilkiri01,"Wilkins, Rick",N,0,N,1991,2001,11,11,1,N,720,2114,28,51.5,95,7,81,27.5,9,12,278,571,42,13,9,21,34,10.2,28.7,244,410,332,0,0,0,-295.0098037,-31.04376039,-500.6899576,-82.13883208,-48.18360708,8.72463405,2.385256674
12074,willibe02,"Williams, Bernie",N,2,N,1991,2006,16,16,0,Y,2076,7869,136.6,233.6,449,55,287,125.7,147,87,1069,1212,97,39,12,64,223,50.4,121.6,297,477,381,6,0,1,-590.0012906,56.00273116,-500.2906971,-90.50952208,-62.58073025,0.71988727,-0.171649485
12075,willibi01,"Williams, Billy",Y,6,N,1959,1976,18,18,0,Y,2488,9350,141,271.1,434,88,426,147.5,90,49,1045,1046,182,43,8,73,200,52.2,113.5,290,492,361,2,0,1,-723.3360163,32.33417795,-443.2567584,-85.21553875,-70.72800955,14.53531056,3.939271794
12087,willidi02,"Williams, Dick",N,1,Y,1951,1964,13,13,0,N,1023,2959,35.8,76.8,157,12,70,33.1,12,21,227,392,12,12,42,25,97,16.9,23.9,260,392,312,0,0,0,-290.3726331,1.650518307,-487.748553,-65.02255914,-63.06862503,8.867026013,0.859938744
12092,willied01,"Williams, Eddie",N,0,N,1986,1998,10,10,0,N,395,1145,14.6,28.8,47,2,39,15,2,6,101,216,8,17,7,10,50,4.9,10.3,252,398,319,0,0,0,-244.2993774,-32.75041243,-506.6563252,-72.6451355,-58.74336132,7.806059058,0.016953125
12095,willige02,"Williams, Gerald",N,0,N,1992,2005,14,14,0,N,1168,3059,47.4,78,183,18,85,36.5,106,57,180,530,8,31,31,22,60,20.1,28.6,255,410,301,0,0,0,-308.276616,-10.24235044,-487.1567924,-50.43194421,-57.35137847,8.577309839,0.642882937
12110,willima04,"Williams, Matt",N,1,N,1987,2003,17,17,0,Y,1866,7000,99.7,187.8,338,35,378,121.8,53,35,469,1363,86,55,9,62,182,37.3,52.2,268,489,317,8,0,1,-637.4884707,-31.87341281,-434.3817219,-58.26957186,-69.68547033,8.702137181,3.190704411
12128,williwa02,"Williams, Walt",N,0,N,1964,1975,10,10,0,N,842,2373,28.4,64,106,11,33,17.3,34,19,126,211,7,18,25,13,45,11.7,16,270,365,310,0,0,0,-242.8870916,12.31405799,-487.3297695,-70.6518863,-76.63842967,14.42472076,0.570645793
12134,willsma01,"Wills, Maury",N,15,N,1959,1972,14,14,1,Y,1942,7588,106.7,213.4,177,71,20,45.8,586,208,552,684,26,16,119,29,92,24.8,113.8,281,331,330,5,0,1,-290.4443834,160.9316999,-475.826157,-71.41953567,-56.1494823,23.19918072,2.936151252
12152,wilsoda01,"Wilson, Dan",N,0,N,1992,2005,14,14,1,N,1299,4186,44.1,109.7,211,13,88,51.9,23,14,280,763,13,24,87,39,109,22.4,30.3,262,382,309,0,0,0,-318.8866225,28.85448005,-471.0391755,-63.47412396,-63.91412219,2.748933058,1.493869151
12162,wilsogl01,"Wilson, Glenn",N,0,N,1982,1993,10,10,0,N,1201,4151,45.1,109.8,209,26,98,52.1,27,25,253,672,13,12,8,43,130,23.5,28,265,398,306,0,0,0,-332.4421815,20.43414863,-478.0413087,-55.28898891,-64.05278119,4.579044768,1.59782852
12176,wilsomo01,"Wilson, Mookie",N,0,N,1980,1991,12,12,0,N,1403,5094,73.1,139.7,227,71,67,43.8,327,98,282,866,36,23,22,20,66,29.8,60.9,274,386,314,0,0,0,-314.9567373,61.57023834,-488.3144258,-55.8434202,-61.76719989,14.77282488,1.71255284
12180,wilsopr01,"Wilson, Preston",N,0,N,1998,2007,10,10,0,N,1108,4003,57.3,105.5,221,16,189,66.8,124,55,350,1085,15,51,5,27,129,23.7,47.4,264,468,329,0,0,0,-434.1038197,-33.90006502,-501.8424736,-60.4831271,-56.06815972,5.606587008,1.435099188
12188,wilsowi02,"Wilson, Willie",N,1,N,1976,1994,19,19,0,N,2154,7731,116.9,220.7,281,147,41,58.5,668,134,425,1144,27,62,64,35,90,42.8,109.3,285,376,326,3,0,1,-328.9955118,147.193199,-497.6121484,-49.5917544,-49.15949623,17.0589261,2.720704581
12193,winebo01,"Wine, Bobby",N,0,N,1960,1972,12,12,1,N,1164,3172,24.9,68.2,104,16,30,26.8,7,7,214,538,53,3,63,15,103,12,22.1,215,286,264,1,0,1,-206.9594205,28.25832351,-390.1761053,-70.05726779,-56.52305359,3.933940636,-0.076377271
12196,winfida01,"Winfield, Dave",Y,1,N,1973,1995,22,22,0,Y,2973,11003,166.9,311,540,88,465,183.3,223,96,1216,1686,172,25,19,95,319,62.8,143.9,283,475,353,14,2,1,-771.9396661,60.51961668,-406.5853681,-85.34935587,-68.64336361,-2.516426803,3.087141932
12226,wockejo01,"Wockenfuss, John",N,0,N,1974,1985,12,12,1,N,795,2072,26.7,54.3,73,11,86,31,5,11,277,278,14,7,5,12,52,8.4,28.2,262,432,349,0,0,0,-312.2038144,-31.7016952,-528.6405372,-85.482198,-55.42461493,7.639310161,0.830678466
12228,wohlfji01,"Wohlford, Jim",N,0,N,1972,1986,15,15,0,N,1220,3049,34.9,79.3,125,33,21,30.5,89,68,241,376,18,8,38,35,62,15.8,33,260,343,313,0,0,0,-234.6389988,36.96056506,-472.8915596,-78.53119642,-68.2131189,3.096995506,-0.021417977
