,HOF,WAR,BBSB_Norm,IBB_Norm,AB,SF_Norm,HR_Norm,SO_Norm,SH_Norm,HBP_Norm,SP,ASG,G,AVG,OBP,SLG,R_Norm,DB_Norm,TP_Norm,RBI_Norm,SB_Norm,CS_Norm,GIDP_Norm,BB_Norm,DBTP_Norm,PC_1
807,0,2.829981413,0.0509679968,0.018964836,5062,0.0086922165,0.0128407744,0.0653891742,0.0055314105,0.0045436586,13,0.23,1448,296,326,398,0.1118135124,0.0404978269,0.0112603714,0.1155669696,0.0069142631,0.0075069143,0.028447254,0.0440537337,0.0517581983,-328.6880755
997,0,2.720704581,0.1413788643,0.0034924331,7731,0.004527228,0.0053033243,0.1479756823,0.0082783598,0.0080196611,19,0.11,2154,285,326,376,0.1512094166,0.0363471737,0.0190143578,0.075669383,0.0864053809,0.0173328159,0.0116414435,0.0549734834,0.0553615315,-328.9955118
638,0,-0.33320626,0.0890017668,0.0072879859,4528,0.0123674912,0.0209805654,0.1252208481,0.0044169611,0.0030918728,15,0.07,1441,259,313,382,0.1139575972,0.0439487633,0.00795053,0.1258833922,0.0081713781,0.0125883392,0.027385159,0.0808303887,0.0518992933,-329.0095899
889,0,0.828067967,0.0925539318,0.0100904662,2874,0.0104384134,0.0327070285,0.1997216423,0.0034794711,0.003131524,11,0,975,273,331,430,0.1221294363,0.0525400139,0.003131524,0.1457898399,0.0038274182,0.0034794711,0.0173973556,0.0887265136,0.0556715379,-329.0173704
323,0,1.181664365,0.149618933,0.0048134777,2493,0.0052146009,0.0413156839,0.1853188929,0.0040112314,0.0068190935,11,0,835,254,351,426,0.1432009627,0.0417168071,0.0032089852,0.1612515042,0.0040112314,0.0044123546,0.0268752507,0.1456077016,0.0449257922,-329.1003554
125,0,1.193095713,0.0944535969,0.0123558484,3642,0.0063152114,0.0280065898,0.1691378364,0.0043931906,0.004667765,13,0,1221,265,324,394,0.1109280615,0.039538715,0.0030203185,0.124656782,0.0082372323,0.0074135091,0.0266337177,0.0862163646,0.0425590335,-329.2845417
775,0,2.321486643,0.0946882217,0.003553029,5629,0.0062178007,0.0108367383,0.0836738319,0.0133238586,0.0039083319,15,0.07,1468,295,327,397,0.1394563866,0.0438799076,0.0126132528,0.0886480725,0.0474329366,0.0159886303,0.0078166637,0.0472552851,0.0564931604,-329.3023082
796,0,2.43018559,0.1382394477,0.0043935352,6373,0.0053350071,0.0076886866,0.0983838067,0.0076886866,0.0043935352,14,0.21,1799,291,375,378,0.1374548878,0.0442491762,0.0100423662,0.0988545426,0.005805743,0.0080025106,0.0273026832,0.1324337047,0.0542915424,-329.4895049
328,0,2.546653047,0.1740412979,0.004214075,7119,0.0049164208,0.0091304959,0.0584351735,0.0137659784,0.0046354825,14,0.14,1956,265,360,355,0.1633656412,0.0427026268,0.0099733109,0.0783817952,0.0285152409,0.0155920775,0.012642225,0.145526057,0.0526759376,-329.7522079
130,0,3.840340378,0.1915220734,0.0125192181,4553,0.0074676038,0.0204260927,0.126290358,0.010322864,0.0090050516,10,0.1,1286,264,362,379,0.157698221,0.0344827586,0.0096639578,0.0918075994,0.043927081,0.0230617175,0.0074676038,0.1475949923,0.0441467165,-329.7822561
414,0,2.25536906,0.1358167515,0.0083294771,4322,0.007635354,0.0205923184,0.1226284128,0.0104118464,0.005090236,11,0.09,1263,265,345,396,0.1383618695,0.0495141138,0.010180472,0.1152244331,0.0148079593,0.0108745951,0.0282276724,0.1210087922,0.0596945858,-330.398727
501,0,1.682271782,0.0739283496,0.0089045351,4829,0.0126320149,0.0173949058,0.1199006005,0.0045558087,0.0074549596,13,0.15,1495,271,321,390,0.1014702837,0.0550838683,0.0055912197,0.1232139159,0.002899151,0.0051770553,0.0349968938,0.0710291986,0.060675088,-331.1168423
117,0,1.380947226,0.1483447845,0.019675203,3202,0.0090568395,0.034353529,0.1464709557,0.0046845721,0.0046845721,10,0,1013,248,338,399,0.13116802,0.0440349781,0.0018738289,0.144284822,0.0128044972,0.0056214866,0.0218613367,0.1355402873,0.045908807,-331.1293921
147,0,2.402951807,0.2063666301,0.018294914,2733,0.0062202708,0.0351262349,0.2235638492,0.0047566776,0.0069520673,12,0,1010,264,387,427,0.1361141603,0.0512257592,0.0032930845,0.1309915843,0.0095133553,0.006586169,0.0212221003,0.1968532748,0.0545188438,-331.3637736
233,0,2.127035592,0.1018716578,0.0016042781,3740,0.0090909091,0.0280748663,0.1697860963,0.0053475936,0.0032085561,12,0,1086,254,308,401,0.1312834225,0.0454545455,0.0088235294,0.128342246,0.0227272727,0.014973262,0.022459893,0.079144385,0.0542780749,-331.4292522
651,0,1.972371506,0.1305828159,0.0098137392,4993,0.0082114961,0.0140196275,0.1377929101,0.0058081314,0.0008011216,15,0.07,1585,289,349,396,0.1321850591,0.0434608452,0.0110154216,0.1151612257,0.0348487883,0.0160224314,0.0216302824,0.0957340276,0.0544762668,-331.5342907
882,0,2.692229632,0.1194153795,0.0051486464,6021,0.006311244,0.0157781099,0.1599402093,0.0195980734,0.0036538781,16,0.19,1962,248,327,348,0.1031390135,0.0403587444,0.0059790732,0.1036372696,0.0033217074,0.0061451586,0.0264075735,0.1160936721,0.0463378176,-331.8862734
588,0,1.259517256,0.1449029126,0.0152912621,4120,0.0094660194,0.0218446602,0.1371359223,0.0016990291,0.0109223301,10,0.2,1165,274,357,392,0.1322815534,0.0417475728,0.0055825243,0.1300970874,0.020631068,0.0128640777,0.027184466,0.1242718447,0.0473300971,-332.2460151
994,0,1.59782852,0.0674536256,0.0031317755,4151,0.0103589497,0.023608769,0.1618887015,0.0019272464,0.0028908697,10,0.1,1201,265,306,398,0.1086485184,0.0503493134,0.006263551,0.1255119248,0.0065044568,0.0060226451,0.0313177548,0.0609491689,0.0566128644,-332.4421815
355,0,1.590842391,0.16192,0.01088,3125,0.00768,0.03872,0.15872,0.00928,0.0064,11,0.09,1106,233,337,395,0.11936,0.04032,0.00288,0.12672,0.00768,0.00704,0.0144,0.15424,0.0432,-332.7560082
975,0,1.526242545,0.1469072165,0.0135309278,3104,0.0054768041,0.0338273196,0.2293814433,0.0016108247,0.0054768041,11,0,940,259,341,415,0.149806701,0.0415592784,0.006443299,0.1362757732,0.025128866,0.0128865979,0.0260953608,0.1217783505,0.0480025773,-333.415694
493,0,1.105723704,0.1322823852,0.0119945168,2918,0.0075394106,0.0400959561,0.1374228924,0.0037697053,0.007882111,11,0,1125,240,326,411,0.1281699794,0.0383824537,0.0065113091,0.1374228924,0.007882111,0.0027416038,0.0188485264,0.1244002742,0.0448937629,-333.4995702
793,0,1.920227972,0.1266762946,0.0226944502,4847,0.0109345987,0.0214565711,0.1396740252,0.0090777801,0.0074272746,14,0.29,1585,249,326,371,0.1056323499,0.0391995048,0.0090777801,0.1130596245,0.0138229833,0.0115535383,0.0156798019,0.1128533113,0.0482772849,-333.7446542
591,0,1.253811045,0.0842391304,0.0071640316,4048,0.0049407115,0.0232213439,0.1188241107,0.0032114625,0.0046936759,13,0,1288,274,323,410,0.1316699605,0.0469367589,0.0096343874,0.1035079051,0.0145750988,0.0083992095,0.0133399209,0.0696640316,0.0565711462,-334.0056516
932,0,0.98041693,0.1537622683,0.0116321338,2751,0.0072700836,0.0352599055,0.2537259178,0.0007270084,0.0029080334,14,0,1372,261,351,441,0.1359505634,0.0617957107,0.0065430752,0.1563067975,0.0138131589,0.0072700836,0.0192657216,0.1399491094,0.0683387859,-334.2705128
100,0,1.888972856,0.1032928943,0.0017331023,5770,0.0093587522,0.0157712305,0.1386481802,0.0168110919,0.0109185442,14,0.07,1720,260,323,362,0.1171577123,0.0445407279,0.0051993068,0.108492201,0.0166377816,0.0100519931,0.0251299827,0.0866551127,0.0497400347,-334.4674784
696,0,0.926382979,0.0727978646,0.0060664887,4121,0.0094637224,0.0208687212,0.1708323223,0.0053385101,0.0092210628,18,0.06,1392,282,325,415,0.119873817,0.0562970153,0.0072797865,0.122057753,0.0133462752,0.0092210628,0.0223246785,0.0594515894,0.0635768017,-334.5727772
777,0,1.833406273,0.1358490566,0.0075471698,2385,0.0109014675,0.0482180294,0.2289308176,0.0004192872,0.0054507338,11,0,829,242,331,434,0.1186582809,0.0389937107,0.0041928721,0.1542976939,0.0029350105,0.0037735849,0.0213836478,0.1329140461,0.0431865828,-335.0956821
232,0,2.010898978,0.2105900675,0.0053642499,5779,0.0072676934,0.0138432255,0.1835957778,0.0098632981,0.0034608064,13,0,1615,268,352,377,0.1508911576,0.0422218377,0.0128049836,0.0970756186,0.0801176674,0.0254369268,0.0171309915,0.1304724001,0.0550268212,-335.2774465
210,0,1.368516129,0.1797361215,0.002738362,4017,0.0121981578,0.0251431416,0.1682847896,0.0084640279,0.0099576799,10,0,1204,264,349,396,0.1613144137,0.0485436893,0.0039830719,0.1147622604,0.0527757033,0.0243963157,0.0253920836,0.1269604182,0.0525267613,-336.0761243
615,0,2.53355241,0.1443502268,0.0143955827,5071,0.0128179846,0.0199171761,0.1682113981,0.0106487872,0.0090711891,13,0.15,1598,250,343,370,0.1193058568,0.0443699468,0.0078879905,0.1195030566,0.006704792,0.0106487872,0.0195227766,0.1376454348,0.0522579373,-337.1301304
545,0,3.205650772,0.0896262395,0.0049580473,5244,0.0057208238,0.0177345538,0.0900076278,0.0238367658,0.0081998474,13,0.31,1503,268,330,378,0.1241418764,0.0411899314,0.0078184592,0.1043096873,0.0036231884,0.0024790236,0.0238367658,0.0860030511,0.0490083905,-337.4236805
892,0,1.225749912,0.1102864583,0.0063802083,7680,0.005078125,0.009765625,0.141015625,0.0118489583,0.01015625,19,0.05,2195,261,321,352,0.130859375,0.0388020833,0.0111979167,0.0778645833,0.03046875,0.014453125,0.0216145833,0.0798177083,0.05,-337.4452968
419,0,0.546076747,0.1056095268,0.0075211532,3191,0.0050141022,0.0307113757,0.219680351,0.0043873394,0.0028204325,12,0,1118,273,328,439,0.1413350047,0.0601692259,0.0068943905,0.1256659354,0.0235036039,0.0134753996,0.0137887809,0.0821059229,0.0670636164,-337.9875041
753,0,3.814193617,0.1888251434,0.0046146171,8018,0.0079820404,0.0067348466,0.0841855824,0.0123472188,0.0047393365,18,0.33,2202,276,373,351,0.1545273135,0.0394113245,0.0081067598,0.085682215,0.0337989524,0.0117236219,0.0271888251,0.1550261911,0.0475180843,-338.0964518
76,0,1.336176991,0.1177174781,0.003990423,2506,0.0103750998,0.0403032721,0.2035115722,0,0.0067837191,11,0,779,276,349,449,0.1512370311,0.0450917797,0.0035913807,0.152434158,0.0075818037,0.0063846768,0.0271348763,0.1101356744,0.0486831604,-339.0161473
645,0,1.480433018,0.0779259259,0.0044444444,3375,0.0115555556,0.0331851852,0.1543703704,0.0127407407,0.0074074074,12,0,1089,260,305,419,0.1099259259,0.0503703704,0.0047407407,0.1288888889,0.0148148148,0.010962963,0.0228148148,0.0631111111,0.0551111111,-339.397326
52,0,2.919103314,0.1210262131,0.0117122142,3586,0.0083658673,0.0290016732,0.1310652538,0.0108756274,0.0078081428,13,0.31,1141,270,349,409,0.1095928611,0.0418293363,0.0047406581,0.1252091467,0.0036252091,0.0033463469,0.0354155047,0.1174010039,0.0465699944,-339.5635679
467,0,2.27589852,0.1057940418,0.0098522167,4263,0.0096176402,0.0218156228,0.1646727657,0.0060989913,0.0093830636,13,0.08,1213,281,339,404,0.1325357729,0.0429275158,0.0077410274,0.1229181328,0.0213464696,0.0112596763,0.0253342716,0.0844475721,0.0506685433,-339.7261807
552,0,0.931544634,0.165132336,0.0086306099,3476,0.0086306099,0.0333716916,0.1714614499,0.0077675489,0.002589183,16,0,1368,253,337,403,0.1467203682,0.0394131185,0.0051783659,0.1268699655,0.0368239356,0.0224395857,0.0166858458,0.1283084005,0.0445914845,-340.4973656
943,0,1.436261883,0.0817725753,0.0068561873,5980,0.0065217391,0.0152173913,0.1081939799,0.0088628763,0.0013377926,12,0,1583,267,316,379,0.122909699,0.039632107,0.0135451505,0.0839464883,0.0078595318,0.0090301003,0.0140468227,0.0739130435,0.0531772575,-340.7790619
299,0,1.180021142,0.0853163088,0.0081253627,3446,0.0078351712,0.0333720255,0.1552524666,0.0139291933,0.0058038305,12,0,1115,254,305,418,0.1244921648,0.0467208358,0.0081253627,0.1253627394,0.0147997678,0.0075449797,0.0217643645,0.0705165409,0.0548461985,-340.9017597
94,0,1.584149297,0.0902553038,0.0050341604,5562,0.0068320748,0.0190578928,0.1003236246,0.0174397699,0.0053937433,12,0.17,1540,254,313,366,0.1244156778,0.0397339087,0.0071916577,0.0999640417,0.0071916577,0.0068320748,0.0204962244,0.0830636462,0.0469255663,-340.9450805
251,0,4.051344188,0.2028953718,0.0109673174,4559,0.0059223514,0.0177670542,0.110331213,0.0054836587,0.0067997368,12,0.25,1278,285,375,419,0.175915771,0.0616363238,0.009431893,0.0886159245,0.0625137091,0.015792937,0.0085545076,0.1403816626,0.0710682167,-340.9507778
708,0,1.474166667,0.1305343511,0.0110687023,2620,0.0080152672,0.0446564885,0.2450381679,0.0034351145,0.0057251908,10,0,905,244,330,438,0.1301526718,0.0492366412,0.0057251908,0.1488549618,0.0026717557,0.0038167939,0.0164122137,0.1278625954,0.0549618321,-341.0850957
644,0,1.587013279,0.1003001501,0.0137568784,3998,0.0097548774,0.0190095048,0.1370685343,0.0070035018,0.0055027514,13,0,1246,304,361,433,0.1338169085,0.0615307654,0.0052526263,0.1283141571,0.0112556278,0.0060030015,0.0262631316,0.0890445223,0.0667833917,-341.3821564
271,0,2.897019868,0.1946017994,0.0213262246,3001,0.0116627791,0.0406531156,0.2022659114,0.0056647784,0.0029990003,14,0,1013,240,358,409,0.1356214595,0.0403198934,0.0036654449,0.1482839054,0.0073308897,0.0039986671,0.0286571143,0.1872709097,0.0439853382,-342.4673915
862,0,1.048146796,0.0826363998,0.0063719634,5022,0.0067702111,0.023297491,0.1123058542,0.0083632019,0.0015929908,15,0,1516,248,298,377,0.1276383911,0.0400238949,0.009557945,0.0995619275,0.0087614496,0.0045798487,0.0264834727,0.0738749502,0.0495818399,-343.0321121
761,0,1.846322931,0.0916238282,0.0060477774,3307,0.0072573329,0.0350771092,0.203205322,0.0075597218,0.0199576656,11,0,997,261,326,414,0.118234049,0.0329603871,0.0072573329,0.1345630481,0.0120955549,0.0123979438,0.0278197762,0.0795282734,0.04021772,-343.1540603
318,0,1.567430352,0.0818324197,0.0090054816,5108,0.0041111981,0.0146828504,0.0871182459,0.012137823,0.0037196554,13,0.08,1317,306,339,416,0.1403680501,0.0415035239,0.0125293657,0.0798747063,0.0336726703,0.0162490211,0.0140955364,0.0481597494,0.0540328896,-343.1739056
510,0,1.403117506,0.1224444933,0.0057155419,4549,0.0072543416,0.0200043966,0.1444273467,0.0090129699,0.0019784568,16,0,1523,286,339,410,0.1428885469,0.0455045065,0.0092327984,0.1006814685,0.0406682787,0.0189052539,0.0189052539,0.0817762146,0.0547373049,-343.1818217
465,0,1.348307516,0.1018498831,0.0129704444,4703,0.0074420583,0.0216882841,0.1343823092,0.0085052094,0.0046778652,20,0,1748,267,329,394,0.1229002764,0.0457155007,0.008079949,0.1129066553,0.0106315118,0.0114820327,0.0170104189,0.0912183713,0.0537954497,-343.5240136
935,0,2.234261375,0.1274740811,0.0014137606,4244,0.0044769086,0.0235626767,0.2009896324,0.0089538172,0.0115457116,16,0,1273,276,352,408,0.1491517436,0.0504241282,0.0054194156,0.1048539114,0.0183788878,0.0087181904,0.0278039585,0.1090951932,0.0558435438,-344.7760843
893,0,1.734137427,0.0799119285,0.0186504339,7721,0.0059577775,0.0090661831,0.1414324569,0.0073824634,0.0011656521,16,0.19,2079,271,304,369,0.1156585934,0.0426110607,0.0137287916,0.0942883046,0.0313430903,0.0167076804,0.0216293226,0.0485688382,0.0563398524,-345.1634604
187,0,1.098076923,0.0718671,0.0039725533,2769,0.0093896714,0.0353918382,0.1603466956,0.0007222824,0.0176959191,13,0,992,289,338,460,0.1217045865,0.055976887,0.0043336945,0.152401589,0.010473095,0.0075839653,0.0288912965,0.0613940051,0.0603105814,-345.6233644
294,1,3.045183109,0.0861135182,0.0025996534,9232,0.0051993068,0.0037911612,0.0233968804,0.0225303293,0.0153812825,19,0.63,2367,288,348,363,0.1385398614,0.0384532062,0.0121317158,0.0855719237,0.0082322357,0.0086655113,0.0189558059,0.0778812825,0.050584922,-345.875419
358,0,2.680883207,0.0876859766,0.0041152263,3159,0.0110794555,0.037037037,0.1595441595,0.0047483381,0.0113960114,10,0.2,939,259,307,432,0.1364355809,0.0468502691,0.0075973409,0.1402342513,0.0253244698,0.0104463438,0.027223805,0.0623615068,0.05444761,-346.0036311
649,0,-0.210091743,0.1333175468,0.0040255742,4223,0.0113663273,0.0201278712,0.1352119346,0.0087615439,0.008287947,11,0,1216,291,373,425,0.1569973952,0.0627515984,0.0052095667,0.1167416529,0.0047359697,0.0042623727,0.0248638409,0.1285815771,0.067961165,-346.0684794
219,0,2.327008032,0.0948396095,0.0122733612,3585,0.0108786611,0.0354253835,0.1986052999,0.0050209205,0.0025104603,10,0.2,1082,245,307,403,0.1015341702,0.0457461646,0.0030683403,0.1366806137,0.0019525802,0.0044630404,0.029567643,0.0928870293,0.0488145049,-346.1707965
109,0,1.754539138,0.1016688062,0.0051347882,3895,0.0074454429,0.0287548139,0.1473684211,0.0079589217,0.0030808729,11,0.09,1221,262,323,412,0.1386392811,0.0449293967,0.0094993582,0.1245186136,0.0115532734,0.0077021823,0.0192554557,0.0901155327,0.0544287548,-346.2196843
30,1,4.044915776,0.17118948,0.0029886432,8365,0.0021518231,0.0034668261,0.0682606097,0.0133891213,0.0051404662,15,0.33,2189,308,396,382,0.1580394501,0.0378959952,0.0130304842,0.0700537956,0.0279736999,0.0109982068,0.0099222953,0.14321578,0.0509264794,-346.2459625
144,0,3.009911688,0.1459005067,0.0017273146,8684,0.0069092584,0.0090971902,0.1315062183,0.022915707,0.0073698756,19,0.32,2328,259,311,342,0.1359972363,0.036043298,0.0099032704,0.0743896822,0.0747351451,0.022915707,0.0122063565,0.0711653616,0.0459465684,-346.6038177
822,0,2.744935665,0.1419098143,0.0058734369,5278,0.007768094,0.0140204623,0.116900341,0.0073891626,0.0066312997,12,0.17,1439,295,375,404,0.1400151573,0.0539977264,0.0066312997,0.1161424782,0.0151572565,0.0092838196,0.025198939,0.1267525578,0.0606290261,-346.6155476
142,0,2.017075163,0.121678744,0.009057971,3312,0.0105676329,0.0314009662,0.1678743961,0.0018115942,0.0039251208,10,0.1,924,272,333,442,0.1419082126,0.0603864734,0.0075483092,0.134057971,0.0292874396,0.014794686,0.0307971014,0.0923913043,0.0679347826,-346.6210302
725,0,0.809557143,0.1103875476,0.0022236341,6296,0.0034942821,0.0133418043,0.0875158831,0.0112770013,0.0027001271,18,0,1904,270,334,377,0.125317662,0.0438373571,0.0114358323,0.1157878018,0.0160419314,0.0100063532,0.0301778907,0.0943456163,0.0552731893,-346.8836958
420,0,2.449961647,0.1527196653,0.0083682008,3346,0.0089659295,0.0334728033,0.2053197848,0.0014943216,0.0197250448,12,0.08,983,260,358,420,0.1727435744,0.0496114764,0.0050806934,0.1440526001,0.0140466228,0.0080693365,0.0197250448,0.1386730424,0.0546921698,-346.9630568
787,0,2.238639201,0.1558345643,0.0059084195,2708,0.0096011817,0.0446824225,0.1580502216,0.008493353,0.015140325,12,0,1064,247,351,434,0.1355243722,0.0498522895,0.0014771049,0.1514032496,0.0059084195,0.0073855244,0.0284342688,0.1499261448,0.0513293944,-347.3595419
357,0,1.258241758,0.1427539721,0.0098700048,4154,0.0084256139,0.0238324506,0.1343283582,0.0077034184,0.0086663457,16,0.06,1424,278,366,413,0.1331246991,0.0498314877,0.0069812229,0.1143476168,0.0064997593,0.0079441502,0.017814155,0.1362542128,0.0568127106,-347.6136161
1010,0,1.74072327,0.1838535708,0.0022879555,6119,0.0071907174,0.0129106063,0.0755025331,0.0137277333,0.0145448603,15,0.07,1730,283,359,390,0.1627716947,0.0534401046,0.0075175682,0.0887399902,0.0759928093,0.0274554666,0.0220624285,0.1078607616,0.0609576728,-347.8850075
611,0,1.551804079,0.1337504889,0.003910833,5114,0.0062573328,0.02014079,0.1611263199,0.0089949159,0.0111458741,10,0,1354,261,331,396,0.1435275714,0.0516229957,0.0113414157,0.104028158,0.0383261635,0.0168165819,0.0170121236,0.0954243254,0.0629644114,-348.0418767
412,0,1.69687991,0.1376008065,0.0068044355,3968,0.0090725806,0.0284778226,0.1726310484,0.0070564516,0.0017641129,11,0.09,1353,264,332,412,0.1305443548,0.0383064516,0.0118447581,0.1116431452,0.0327620968,0.0126008065,0.0229334677,0.1048387097,0.0501512097,-348.2562166
169,0,2.077424483,0.0990712074,0.0084033613,2261,0.0088456435,0.0464396285,0.173374613,0.0026536931,0.007518797,12,0.08,829,276,340,481,0.1415302963,0.0424590889,0.0114993366,0.1654135338,0.0053073861,0.0044228218,0.0322865989,0.0937638213,0.0539584255,-349.4831578
576,0,1.377638889,0.1294219154,0.00811044,5795,0.0063848145,0.0157031924,0.1540983607,0.0091458154,0.0048317515,16,0,1919,276,341,389,0.1371872304,0.0410698878,0.0124245039,0.1000862813,0.0315789474,0.0162208801,0.0144952545,0.0978429681,0.0534943917,-350.1115425
368,0,0.877790834,0.1184036939,0.0036279683,3032,0.0105540897,0.0362796834,0.1965699208,0.0059366755,0.0098944591,13,0.08,957,272,338,449,0.1566622691,0.0567282322,0.0056068602,0.1395118734,0.0220976253,0.0098944591,0.0194591029,0.0963060686,0.0623350923,-350.8424556
602,0,2.048872059,0.1101465003,0.0215228794,5529,0.0115753301,0.0175438596,0.0763248327,0.0063302586,0.005425936,21,0.1,1909,271,337,388,0.1067100742,0.0437692169,0.0103092784,0.1166576234,0.0110327365,0.0088623621,0.0179055887,0.0991137638,0.0540784952,-351.4527708
305,0,1.832415015,0.0837299489,0.0035254715,5673,0.0066983959,0.019566367,0.1976026794,0.0156883483,0.0070509431,15,0,1798,254,302,382,0.1255067865,0.0521769787,0.0088136788,0.1064692403,0.0190375463,0.0169222634,0.019566367,0.0646924026,0.0609906575,-351.485117
140,0,2.992980618,0.2062347188,0.0028117359,8180,0.0062347188,0.006601467,0.1108801956,0.0179706601,0.0046454768,17,0.06,2213,290,377,376,0.1661369193,0.0338630807,0.0160146699,0.0706601467,0.0682151589,0.0314180929,0.0075794621,0.1380195599,0.0498777506,-352.2086441
486,0,2.235712968,0.0745129544,0.0172725447,4979,0.0078328982,0.0226953203,0.1717212292,0.0044185579,0.0032134967,14,0.29,1491,264,314,386,0.0951998393,0.0490058245,0.0024101225,0.1261297449,0.0012050613,0.0030126531,0.0251054429,0.0733078932,0.051415947,-352.2992167
385,0,1.00590527,0.1336961666,0.0063890204,4226,0.0073355419,0.0250828206,0.1190250828,0.0035494558,0.0099384761,14,0,1314,273,361,410,0.1273071462,0.0589209655,0.0016564127,0.124704212,0.0007098912,0.0018930431,0.0276857549,0.1329862754,0.0605773781,-352.4748518
785,0,1.100480362,0.0543034337,0.0055967327,6611,0.0051429436,0.0187566178,0.1426410528,0.0124035698,0.0040841023,17,0,2017,237,275,351,0.0925729844,0.0434124943,0.0069581001,0.0980184541,0.0052942066,0.0046891544,0.0252609288,0.049009227,0.0503705945,-352.6487142
373,0,2.709099059,0.1777498203,0.0134795111,5564,0.0120416966,0.0143781452,0.0988497484,0.0079079799,0.0095255212,12,0.08,1666,290,396,391,0.1407260963,0.0478073329,0.0050323508,0.1232925953,0.0043134436,0.0066498922,0.0276779295,0.1734363767,0.0528396837,-353.027796
127,0,1.929709058,0.1137714663,0.0052840159,6056,0.0047886394,0.0155217966,0.1309445178,0.0118890357,0.0047886394,12,0,1610,273,328,393,0.1547225892,0.0397952444,0.0168428005,0.089993395,0.0341809775,0.0146961691,0.0120541612,0.0795904888,0.0566380449,-353.2805069
17,0,1.102158273,0.0523178808,0.0033112583,4530,0.0075055188,0.0247240618,0.1101545254,0.0105960265,0.0090507726,20,0.3,1377,273,309,406,0.114790287,0.0549668874,0.0022075055,0.1298013245,0.0055187638,0.0052980132,0.0291390728,0.046799117,0.0571743929,-354.5932673
904,0,2.980305635,0.1175195143,0.0017346054,4612,0.0041196878,0.025802255,0.2140069384,0.0214657415,0.0143104944,11,0.18,1304,257,329,403,0.145490026,0.05160451,0.0084562012,0.0993061578,0.0223330442,0.0134431917,0.0156114484,0.0951864701,0.0600607112,-354.8333093
836,0,1.537902729,0.1278369616,0.012274201,4318,0.004631774,0.0238536359,0.1496062992,0.007642427,0.0039370079,12,0.17,1381,277,351,421,0.1486799444,0.0456229736,0.0134321445,0.1229735989,0.0155164428,0.0083371931,0.0187586846,0.1123205188,0.0590551181,-354.9947153
616,0,1.833046358,0.136068034,0.0132566283,3998,0.0075037519,0.0257628814,0.1653326663,0.0007503752,0.0030015008,13,0,1391,277,355,426,0.1410705353,0.0572786393,0.0070035018,0.1463231616,0.0142571286,0.0072536268,0.0222611306,0.1218109055,0.0642821411,-355.0573101
856,0,1.087284678,0.1141318287,0.0089766607,3899,0.0105155168,0.0305206463,0.1523467556,0.0064119005,0.0089766607,12,0,1274,255,329,419,0.1325981021,0.0577071044,0.0069248525,0.1408053347,0.0084637086,0.0058989484,0.0197486535,0.10566812,0.0646319569,-355.0865284
699,0,1.198378504,0.0925403743,0.0117918482,3901,0.0071776468,0.0343501666,0.2012304537,0.0041015124,0.0074339913,11,0,1246,241,306,407,0.1184311715,0.0528069726,0.0046142015,0.1294539862,0.0046142015,0.0041015124,0.0202512176,0.0879261728,0.0574211741,-355.6604163
711,0,1.91922805,0.0824472184,0.0110957004,6489,0.0058560641,0.0164894437,0.1303744799,0.0104792726,0.0035444599,18,0.28,1988,260,309,364,0.1027893358,0.0459238712,0.0041608877,0.1091077208,0.012328556,0.0097087379,0.0360610264,0.0701186624,0.0500847588,-355.7769379
404,0,1.676937547,0.0912446176,0.004921058,4877,0.0077916752,0.021939717,0.162599959,0.0065614107,0.0032807054,14,0,1537,274,322,409,0.1240516711,0.0381381997,0.0155833504,0.1127742465,0.0188640558,0.0116875128,0.0256305106,0.0723805618,0.0537215501,-356.1818186
625,0,1.462609787,0.1557043073,0.013096624,3436,0.0081490105,0.0381257276,0.1376600698,0.0020372526,0.0029103609,12,0,1215,249,344,413,0.1324214203,0.0407450524,0.0046565774,0.1449359721,0.0090221187,0.0064027939,0.0253201397,0.1466821886,0.0454016298,-356.8787116
504,0,0.514507254,0.086276674,0.0163723326,5436,0.01066961,0.0217071376,0.1068800589,0.0064385578,0.0025754231,18,0.06,1853,261,316,377,0.0986019132,0.0413907285,0.0045989698,0.112950699,0.0027593819,0.0049668874,0.0253863135,0.0835172921,0.0459896983,-356.8968756
98,0,1.891482572,0.0967563837,0.0124223602,7245,0.0107660455,0.0144927536,0.0839199448,0.0195997239,0.0027605245,19,0.21,2264,254,315,346,0.0937198068,0.0418219462,0.0035886818,0.1140096618,0.0052449965,0.0069013112,0.026363009,0.0915113872,0.045410628,-357.1197004
4,0,3.755296022,0.1301124744,0.0066462168,3912,0.0038343558,0.0332310838,0.2346625767,0.0053680982,0.0086912065,12,0.17,1129,255,320,412,0.1426380368,0.0434560327,0.0069018405,0.1106850716,0.0426891616,0.0207055215,0.0253067485,0.0874233129,0.0503578732,-357.4198583
728,0,2.33557882,0.1084889643,0.0039049236,5890,0.0081494058,0.0176570458,0.0989813243,0.0176570458,0.0042444822,17,0.12,1734,272,332,386,0.1376910017,0.0434634975,0.0088285229,0.1003395586,0.019524618,0.0096774194,0.0273344652,0.0889643463,0.0522920204,-358.4872521
668,0,1.638171505,0.0760511883,0.0117001828,2735,0.0095063985,0.049725777,0.1444241316,0.0036563071,0.0095063985,11,0.09,902,254,308,441,0.113345521,0.0351005484,0.0014625229,0.1542961609,0.0029250457,0.002559415,0.0263254113,0.0731261426,0.0365630713,-358.5584903
