,HOF,SP,ASG,G,AB,AVG,OBP,SLG,R_Norm,DB_Norm,TP_Norm,HR_Norm,RBI_Norm,SB_Norm,CS_Norm,BB_Norm,SO_Norm,IBB_Norm,HBP_Norm,SH_Norm,SF_Norm,GIDP_Norm,DBTP_Norm,BBSB_Norm
1,1,23,0.91,3298,12364,305,374,555,0.1758330637,0.0504691038,0.0079262375,0.0610643805,0.1857813005,0.0194111938,0.0059042381,0.1133937237,0.1118570042,0.0236978324,0.0025881592,0.0016984795,0.0097864769,0.0265286315,0.0583953413,0.1328049175
2,0,13,0,1165,4019,254,292,347,0.0940532471,0.0405573526,0.0047275442,0.0141826325,0.0910674297,0.0072157253,0.0072157253,0.0517541677,0.1241602389,0.0077133615,0.0042299079,0.0102015427,0.0074645434,0.037073899,0.0452848967,0.058969893
3,0,17,0.06,1959,6606,277,337,485,0.1245837118,0.044656373,0.0052982137,0.050862852,0.1698455949,0.0030275507,0.0037844384,0.0899182561,0.1603088102,0.0083257645,0.0025734181,0.0078716318,0.0052982137,0.0337571904,0.0499545867,0.0929458068
4,0,12,0.17,1129,3912,255,320,412,0.1426380368,0.0434560327,0.0069018405,0.0332310838,0.1106850716,0.0426891616,0.0207055215,0.0874233129,0.2346625767,0.0066462168,0.0086912065,0.0053680982,0.0038343558,0.0253067485,0.0503578732,0.1301124744
5,0,10,0,568,1104,236,304,393,0.1286231884,0.0389492754,0.009057971,0.0335144928,0.0987318841,0.0063405797,0.0045289855,0.0851449275,0.1992753623,0.0108695652,0.018115942,0.0126811594,0.0108695652,0.0244565217,0.0480072464,0.0914855072
6,0,10,0,930,2147,263,356,377,0.1290172333,0.0484396833,0.0041918957,0.0190964136,0.1262226362,0.0088495575,0.0083837913,0.1462505822,0.1774569166,0.0135072194,0.0023288309,0.0065207266,0.0083837913,0.020027946,0.0526315789,0.1551001397
7,0,11,0,594,1271,231,282,324,0.1306058222,0.0393391031,0.0094413847,0.0118017309,0.0904799371,0.0291109363,0.0078678206,0.0676632573,0.2171518489,0.0055074744,0.0055074744,0.0149488592,0.0031471282,0.013375295,0.0487804878,0.0967741935
8,0,12,0.08,1506,5385,284,357,425,0.1442896936,0.052367688,0.0033426184,0.0271123491,0.1381615599,0.0098421541,0.0031569174,0.1106778087,0.1145775302,0.0040854225,0.0076137419,0.0057567317,0.0102135562,0.0204271123,0.0557103064,0.1205199629
9,0,13,0,1341,3971,260,346,369,0.1387559809,0.0475950642,0.013346764,0.0118358096,0.1062704608,0.0203978847,0.0125912868,0.1259128683,0.1571392596,0.0062956434,0.0120876354,0.0123394611,0.0113321581,0.0186351045,0.0609418283,0.146310753
10,0,12,0,1139,3404,239,314,357,0.1048766157,0.0411280846,0.0061692127,0.0214453584,0.1031139835,0.0038190364,0.0047003525,0.1086956522,0.124559342,0.0152761457,0.0023501763,0.0070505288,0.0049941246,0.017626322,0.0472972973,0.1125146886
11,0,15,0.47,1749,6332,292,378,534,0.1735628553,0.0505369551,0.0124763108,0.0554327227,0.176721415,0.021004422,0.0082122552,0.1411876184,0.2457359444,0.0217940619,0.0025268478,0.0030006317,0.0083701832,0.0259001895,0.063013266,0.1621920404
12,0,11,0.18,1195,3927,254,310,354,0.1125541126,0.0356506239,0.0112044818,0.0140056022,0.0870893812,0.0160427807,0.0076394194,0.076394194,0.158390629,0.0157881334,0.0068754775,0.0142602496,0.0056022409,0.0241914948,0.0468551057,0.0924369748
13,0,13,0.23,1541,5032,255,358,471,0.1611685215,0.0429252782,0.0105325914,0.0508744038,0.1581875994,0.0166931638,0.009936407,0.1579888712,0.2052861685,0.0059618442,0.0067567568,0.0049682035,0.0069554849,0.0228537361,0.0534578696,0.174682035
14,0,15,0,1236,3330,254,305,343,0.1171171171,0.0414414414,0.0075075075,0.0108108108,0.0888888889,0.0384384384,0.018018018,0.0750750751,0.190990991,0.0072072072,0.0018018018,0.0132132132,0.0087087087,0.0159159159,0.0489489489,0.1135135135
15,1,17,0.71,2379,9073,300,371,443,0.1662074286,0.0555494324,0.0088173702,0.0231455968,0.1249862229,0.0522429185,0.0125647526,0.1137440758,0.1256475256,0.0068334619,0.0055108564,0.0163121349,0.0106910614,0.0227047283,0.0643668026,0.1659869944
16,0,15,0.07,1481,4760,245,290,288,0.1172268908,0.0264705882,0.0039915966,0.0027310924,0.0592436975,0.0476890756,0.0168067227,0.0634453782,0.1012605042,0.0035714286,0.0006302521,0.0161764706,0.0037815126,0.0121848739,0.0304621849,0.1111344538
17,0,20,0.3,1377,4530,273,309,406,0.114790287,0.0549668874,0.0022075055,0.0247240618,0.1298013245,0.0055187638,0.0052980132,0.046799117,0.1101545254,0.0033112583,0.0090507726,0.0105960265,0.0075055188,0.0291390728,0.0571743929,0.0523178808
18,0,17,0.18,2082,7339,286,328,433,0.1342144706,0.0489167462,0.0066766589,0.0280692192,0.1160921106,0.014579643,0.0091293092,0.0576372803,0.0961983922,0.0091293092,0.0077667257,0.0044965254,0.0076304674,0.0183948767,0.0555934051,0.0722169233
19,0,15,0,1380,4345,280,305,353,0.1031070196,0.0391254315,0.0059838895,0.0073647871,0.0867663982,0.0071346375,0.0105868815,0.0317606444,0.0614499425,0.0073647871,0.0069044879,0.0101265823,0.0046029919,0.0329113924,0.0451093211,0.0388952819
20,0,15,0.13,1667,5789,307,345,381,0.1347382968,0.0407669718,0.0086370703,0.0053549836,0.0737605804,0.0269476594,0.0138193125,0.0537225773,0.0651235101,0.0065641734,0.0062186906,0.0095007773,0.0050095008,0.017446882,0.0494040421,0.0806702367
21,0,17,0.35,1942,7037,303,369,516,0.1575955663,0.0598266307,0.0055421344,0.0471791957,0.1828904363,0.0150632372,0.0052579224,0.1047321302,0.1270427739,0.012931647,0.0068210885,0.0012789541,0.0116526929,0.0277106722,0.0653687651,0.1197953673
22,0,10,0,643,1715,244,320,321,0.144606414,0.0390670554,0.0110787172,0.0052478134,0.0717201166,0.0110787172,0.0151603499,0.1078717201,0.1306122449,0.0052478134,0.0069970845,0.0099125364,0.004664723,0.021574344,0.0501457726,0.1189504373
23,0,10,0,727,1788,276,344,351,0.1705816555,0.0458612975,0.0055928412,0.0061521253,0.0889261745,0.062639821,0.0218120805,0.0984340045,0.1549217002,0.0005592841,0.0089485459,0.0162192394,0.0072706935,0.0206935123,0.0514541387,0.1610738255
24,0,11,0,940,2155,234,309,292,0.0979118329,0.0348027842,0.0060324826,0.003712297,0.0723897912,0.0051044084,0.0064965197,0.1053364269,0.1299303944,0.011136891,0.0046403712,0.0218097448,0.0055684455,0.0245939675,0.0408352668,0.1104408353
25,0,15,0.2,1834,6499,256,362,425,0.1634097553,0.0520080012,0.0103092784,0.0323126635,0.1170949377,0.0484689952,0.0153869826,0.1477150331,0.1831050931,0.0090783197,0.0236959532,0.0113863671,0.0076934913,0.0100015387,0.0623172796,0.1961840283
26,0,10,0,873,2026,242,312,318,0.1204343534,0.0360315893,0.005923001,0.0093780849,0.0705824284,0.0241855874,0.0148075025,0.1016781836,0.1633761106,0.0083909181,0.0024679171,0.0182625864,0.0064165844,0.0241855874,0.0419545903,0.125863771
27,1,18,0.56,2601,10230,262,311,343,0.1304985337,0.038514174,0.0089931574,0.008113392,0.0773216031,0.0494623656,0.0132942326,0.071945259,0.0725317693,0.0021505376,0.0026392962,0.0157380254,0.00742913,0.0179863148,0.0475073314,0.1214076246
28,0,11,0,775,1773,265,338,350,0.1144952059,0.0473773266,0.0033840948,0.0101522843,0.1105470953,0.0056401579,0.002820079,0.1020868584,0.1190073322,0.0078962211,0.0129723632,0.0095882685,0.0090242527,0.0265087422,0.0507614213,0.1077270164
29,0,14,0.14,1432,5164,252,287,453,0.1189000775,0.0395042603,0.0075522851,0.048605732,0.1578233927,0.00348567,0.0038729667,0.050348567,0.2325716499,0.0071649884,0.002904725,0.0021301317,0.0100697134,0.0288536019,0.0470565453,0.053834237
30,1,15,0.33,2189,8365,308,396,382,0.1580394501,0.0378959952,0.0130304842,0.0034668261,0.0700537956,0.0279736999,0.0109982068,0.14321578,0.0682606097,0.0029886432,0.0051404662,0.0133891213,0.0021518231,0.0099222953,0.0509264794,0.17118948
31,0,17,0,1370,4123,245,320,361,0.0962891099,0.0443851564,0.0031530439,0.0218287655,0.1244239631,0.0016977929,0.0024254184,0.1118117875,0.1508610235,0.0160077613,0.0026679602,0.0133398011,0.0099442154,0.0303177298,0.0475382003,0.1135095804
32,0,13,0,1324,4369,252,308,336,0.0883497368,0.0308995193,0.0059510185,0.0137331197,0.1046005951,0.0043488212,0.0054932479,0.0762188144,0.1050583658,0.0119020371,0.0066376745,0.0082398718,0.0073243305,0.029983978,0.0368505379,0.0805676356
33,0,11,0,624,1407,220,286,286,0.118692253,0.039800995,0.0035536603,0.0063965885,0.0611229566,0.0255863539,0.0149253731,0.0902629709,0.1407249467,0.0071073205,0.0042643923,0.0156361052,0.0035536603,0.0255863539,0.0433546553,0.1158493248
34,0,10,0,425,865,251,305,434,0.1317919075,0.0485549133,0.0011560694,0.0439306358,0.1676300578,0.0023121387,0.0046242775,0.0820809249,0.1572254335,0.0080924855,0.0023121387,0.0011560694,0.0138728324,0.025433526,0.0497109827,0.0843930636
35,0,11,0.09,909,2828,252,304,344,0.0710749646,0.0332390382,0.0031824611,0.0176803395,0.1074964639,0.0017680339,0.0042432815,0.0731966054,0.1216407355,0.0159123055,0.0060113154,0.0038896747,0.0113154173,0.0307637907,0.0364214993,0.0749646393
36,0,14,0,1102,3245,275,349,339,0.1485362096,0.0425269646,0.0058551618,0.0030816641,0.0739599384,0.03605547,0.0160246533,0.1143297381,0.1479198767,0.0027734977,0.001540832,0.0209553159,0.0058551618,0.0169491525,0.0483821263,0.150385208
37,0,14,0.21,1630,5439,291,332,423,0.1343997058,0.0512961942,0.0031255746,0.0246368818,0.1423055709,0.0108475823,0.0044125758,0.0535024821,0.1066372495,0.0075381504,0.0134215849,0.0047802905,0.0121345836,0.0290494576,0.0544217687,0.0643500644
38,0,17,0,1931,6082,257,347,403,0.1269319303,0.0384741861,0.0070700427,0.0310753042,0.1270963499,0.0139756659,0.0136468267,0.1400854982,0.1851364683,0.0110161131,0.0027951332,0.006576784,0.0085498191,0.0320618218,0.0455442289,0.1540611641
39,0,14,0.36,1212,3581,256,355,429,0.1206366937,0.0357442055,0.0041887741,0.0432839989,0.1507958671,0.0047472773,0.0050265289,0.1521921251,0.1611281765,0.0215023736,0.0069812901,0.0055850321,0.0103323094,0.0226193801,0.0399329796,0.1569394024
40,0,11,0,955,2937,264,310,325,0.1154239019,0.0364317331,0.0078311202,0.0030643514,0.075587334,0.0306435138,0.0122574055,0.063670412,0.0558392918,0.0034048349,0.0068096697,0.0143003064,0.0068096697,0.0173646578,0.0442628533,0.0943139258
41,0,19,0.11,2039,7117,278,347,432,0.1354503302,0.0449627652,0.0032316987,0.0340030912,0.1423352536,0.0192496839,0.0102571308,0.1070675847,0.1301110018,0.0073064493,0.0042152592,0.0037937333,0.0119432345,0.0222003653,0.048194464,0.1263172685
42,0,11,0,960,3120,229,293,451,0.1125,0.0407051282,0.003525641,0.0580128205,0.1586538462,0.0003205128,0.0006410256,0.0875,0.2743589744,0.0067307692,0.0060897436,0.0003205128,0.0086538462,0.021474359,0.0442307692,0.0878205128
43,0,16,0.25,2019,7060,254,352,408,0.1390934844,0.0409348442,0.0053824363,0.0342776204,0.1471671388,0.0106232295,0.0065155807,0.1460339943,0.1307365439,0.0097733711,0.0106232295,0.0092067989,0.0080736544,0.0211048159,0.0463172805,0.1566572238
44,1,19,0.58,2528,9421,274,330,500,0.1385203269,0.0432013587,0.009553126,0.0543466723,0.1736546014,0.0053072922,0.0056257298,0.0809892793,0.1311962637,0.0210168772,0.0074302091,0.004776563,0.0101900011,0.0243073984,0.0527544847,0.0862965715
45,0,12,0,972,3007,270,334,355,0.1429996674,0.0475557034,0.0093116063,0.00631859,0.0957765214,0.0359161955,0.0123046225,0.0971067509,0.1057532424,0.0043232458,0.0043232458,0.0109743931,0.0093116063,0.0149650815,0.0568673096,0.1330229465
46,0,12,0.08,1428,4759,256,335,466,0.1502416474,0.0453876865,0.0063038453,0.0506408909,0.1504517756,0.0138684598,0.0098760244,0.1157806262,0.2592981719,0.0102962807,0.0071443581,0.0033620509,0.0071443581,0.0210128178,0.0516915318,0.1296490859
47,0,10,0,941,3378,278,337,347,0.1237418591,0.0482534044,0.0026642984,0.0053285968,0.0929544109,0.0168738899,0.0062166963,0.0899940793,0.0618709295,0.0020722321,0.0047365305,0.0301953819,0.0097690941,0.0239786856,0.0509177028,0.1068679692
48,0,10,0,393,1049,226,287,287,0.0514775977,0.0295519542,0.0028598665,0.0085795996,0.0629170639,0.0028598665,0.0057197331,0.0829361296,0.1601525262,0.0171591992,0.0047664442,0.0057197331,0.0057197331,0.0314585319,0.0324118208,0.0857959962
49,0,14,0.07,1571,4839,270,323,411,0.1258524489,0.0512502583,0.0082661707,0.0243852036,0.1262657574,0.0312047944,0.0150857615,0.0737755735,0.1380450506,0.0130192188,0.0076462079,0.0057863195,0.006199628,0.0231452779,0.059516429,0.1049803678
50,0,10,0,1017,3330,230,271,350,0.0750750751,0.0369369369,0.0054054054,0.0243243243,0.1126126126,0.003003003,0.003003003,0.0516516517,0.1831831832,0.0207207207,0.0081081081,0.0075075075,0.0093093093,0.0369369369,0.0423423423,0.0546546547
51,0,11,0.18,1309,4568,251,299,453,0.136821366,0.049474606,0.0037215412,0.048380035,0.1571803853,0.0102889667,0.0056917688,0.0628283713,0.1729422067,0.005910683,0.0102889667,0.0021891419,0.0102889667,0.0238616462,0.0531961471,0.073117338
52,0,13,0.31,1141,3586,270,349,409,0.1095928611,0.0418293363,0.0047406581,0.0290016732,0.1252091467,0.0036252091,0.0033463469,0.1174010039,0.1310652538,0.0117122142,0.0078081428,0.0108756274,0.0083658673,0.0354155047,0.0465699944,0.1210262131
53,0,14,0.21,1544,5145,277,346,439,0.1619047619,0.0445092323,0.0110787172,0.0318756074,0.1366375121,0.009718173,0.0064139942,0.1012633625,0.1240038873,0.0021379981,0.0066083576,0.0099125364,0.0048590865,0.0184645287,0.0555879495,0.1109815355
54,0,12,0,895,2517,272,315,409,0.1259435836,0.0480731029,0.0075486691,0.024632499,0.1267381804,0.0147000397,0.0063567739,0.0591974573,0.1624950338,0.0047675805,0.0059594756,0.0079459674,0.0067540723,0.0297973778,0.055621772,0.073897497
55,0,10,0,393,661,231,288,334,0.119515885,0.0272314675,0.0060514372,0.0211800303,0.1361573374,0.0090771558,0.0075642965,0.0816944024,0.2269288956,0.0090771558,0.0045385779,0,0.0181543116,0.0166414523,0.0332829047,0.0907715582
56,0,11,0.36,1320,5208,283,318,345,0.1315284178,0.0376344086,0.005952381,0.0042242704,0.069124424,0.0094086022,0.0048003072,0.0499231951,0.0466589862,0.0005760369,0.0036482335,0.0111367127,0.0051843318,0.0218894009,0.0435867896,0.0593317972
57,0,18,0.06,2016,5784,228,300,280,0.1168741355,0.0302558783,0.0057053942,0.0034578147,0.0672544952,0.0288727524,0.012966805,0.0995850622,0.145055325,0.0038035961,0.0072614108,0.0267980636,0.007780083,0.0143499308,0.0359612725,0.1284578147
58,0,18,0.28,2405,8995,279,341,406,0.1279599778,0.0472484714,0.0062256809,0.0223457476,0.1229571984,0.0061145081,0.008782657,0.0929405225,0.0862701501,0.0093385214,0.0042245692,0.0066703724,0.0088938299,0.0283490828,0.0534741523,0.0990550306
59,0,12,0,1403,4826,257,320,396,0.1216328222,0.0553253212,0.0037297969,0.0254869457,0.1220472441,0.0039370079,0.0041442188,0.0886862826,0.1423539163,0.0051802735,0.0091172814,0.0066307501,0.010360547,0.0254869457,0.0590551181,0.0926232905
60,0,11,0,1210,4578,276,336,421,0.1402359109,0.0506771516,0.00327654,0.0292704238,0.1459152468,0.0371341197,0.0111402359,0.0823503713,0.2086063783,0.0065530799,0.0133245959,0.001310616,0.0100480559,0.0268676278,0.0539536916,0.119484491
61,0,12,0.42,1539,5853,295,369,564,0.1664103878,0.0664616436,0.0035879036,0.0650948232,0.2116863147,0.0150350248,0.0070049547,0.1166922945,0.1641893046,0.0155475824,0.0093968905,0.0006834102,0.0133264992,0.032974543,0.0700495472,0.1317273193
62,0,12,0.25,1587,6123,278,316,469,0.1329413686,0.0503021395,0.0055528336,0.0432794382,0.1636452719,0.0109423485,0.0058794708,0.0540584681,0.1259186673,0.0086558876,0.0080026131,0,0.0135554467,0.0269475747,0.0558549731,0.0650008166
63,0,15,0.27,1741,6478,281,330,445,0.1335288669,0.0480086446,0.0101883297,0.0317999383,0.1454152516,0.004631059,0.0047854276,0.0725532572,0.0981784501,0.0041679531,0.0041679531,0.0069465885,0.0081815375,0.0168261809,0.0581969744,0.0771843161
64,0,10,0,731,2107,230,341,394,0.1537731372,0.0536307546,0.0061699098,0.0327479829,0.1167536782,0.0142382534,0.0061699098,0.164214523,0.3431419079,0.0028476507,0.0080683436,0.0047460845,0.0052206929,0.0123398196,0.0598006645,0.1784527765
65,0,17,0,1154,2301,221,270,259,0.0943068231,0.023902651,0.0060843112,0.0008691873,0.061712299,0.0186875272,0.0073880921,0.0591047371,0.1668839635,0.011299435,0.0099956541,0.025206432,0.0026075619,0.0230334637,0.0299869622,0.0777922642
66,0,18,0.11,2063,7398,265,343,416,0.1517977832,0.0532576372,0.0090565018,0.0263584753,0.1162476345,0.0123006218,0.0081103001,0.1153014328,0.195052717,0.0033792917,0.0077047851,0.0214922952,0.0078399567,0.0223033252,0.062314139,0.1276020546
67,1,17,0.82,2158,7658,267,342,476,0.1424653957,0.0497518934,0.0031339775,0.0507965526,0.179681379,0.008879603,0.0056150431,0.1163489162,0.166884304,0.0176286237,0.0024810656,0.0014364064,0.0117524158,0.0262470619,0.052885871,0.1252285192
68,0,12,0.17,982,2878,242,320,299,0.0743571925,0.0340514246,0.0020847811,0.0062543433,0.0903405142,0.0041695622,0.0069492703,0.1139680334,0.0872133426,0.0180681028,0.0045170257,0.0170257123,0.0072967338,0.0264072272,0.0361362057,0.1181375956
69,0,17,0,1500,4651,274,327,379,0.1311545904,0.0408514298,0.0064502258,0.0169855945,0.102343582,0.0223607826,0.0163405719,0.0750376263,0.1184691464,0.0023650828,0.0066652333,0.0187056547,0.0068802408,0.0311760912,0.0473016556,0.0973984089
70,0,13,0,817,1926,229,277,339,0.1178608515,0.0565939772,0.007788162,0.0124610592,0.0877466251,0.0228452752,0.0072689512,0.0550363448,0.222741433,0.0098650052,0.01298027,0.0295950156,0.005192108,0.0197300104,0.0643821391,0.0778816199
71,0,13,0,587,1690,241,302,328,0.0834319527,0.0437869822,0.0017751479,0.0130177515,0.1136094675,0.0035502959,0.0029585799,0.0822485207,0.1597633136,0.0112426036,0.0094674556,0.0082840237,0.0100591716,0.0313609467,0.0455621302,0.0857988166
72,0,17,0,1349,2679,258,348,367,0.1164613662,0.037327361,0.0059723778,0.0201567749,0.1078760732,0.0070921986,0.0052258305,0.1418439716,0.1295259425,0.0134378499,0.0026129153,0.0078387458,0.0100783875,0.0205300485,0.0432997387,0.1489361702
73,0,10,0,1071,3700,262,339,387,0.1413513514,0.0478378378,0.0081081081,0.0202702703,0.1056756757,0.0305405405,0.0148648649,0.1156756757,0.1637837838,0.0059459459,0.0045945946,0.017027027,0.0094594595,0.0181081081,0.0559459459,0.1462162162
74,0,11,0,853,2553,236,294,344,0.0924402664,0.0426948688,0.0035252644,0.0191931061,0.1088915002,0.0125342734,0.0066588327,0.0822561692,0.1652957305,0.0223266745,0.0047003525,0.0129259694,0.0105757932,0.0211515864,0.0462201332,0.0947904426
75,1,19,0.79,2120,7555,285,348,482,0.1555261416,0.0424884183,0.006485771,0.0473858372,0.1892786234,0.0039708802,0.0034414295,0.0931833223,0.0547981469,0.006485771,0.006882859,0.0011912641,0.0058239576,0.0193249504,0.0489741893,0.0971542025
76,0,11,0,779,2506,276,349,449,0.1512370311,0.0450917797,0.0035913807,0.0403032721,0.152434158,0.0075818037,0.0063846768,0.1101356744,0.2035115722,0.003990423,0.0067837191,0,0.0103750998,0.0271348763,0.0486831604,0.1177174781
77,0,10,0,683,2030,240,288,368,0.0862068966,0.0522167488,0.002955665,0.0231527094,0.1266009852,0.0014778325,0.002955665,0.0684729064,0.2014778325,0.0113300493,0.002955665,0.0049261084,0.0113300493,0.0261083744,0.0551724138,0.0699507389
78,0,14,0.07,1384,4136,255,308,344,0.1020309478,0.0362669246,0.0055609284,0.0140232108,0.0829303675,0.0108800774,0.0111218569,0.0720502901,0.1375725338,0.0074951644,0.0072533849,0.0154738878,0.0041102515,0.0261121857,0.041827853,0.0829303675
79,0,11,0,860,2413,272,334,445,0.1284707833,0.0634065479,0.0041442188,0.0335681724,0.1529216743,0.0194778284,0.0099461252,0.0853709076,0.1815167841,0.0078740157,0.0132615002,0.0045586407,0.0120182346,0.0207210941,0.0675507667,0.104848736
80,0,10,0,612,1745,244,303,336,0.1169054441,0.0343839542,0.005730659,0.0154727794,0.0979942693,0.0091690544,0.0085959885,0.0813753582,0.1444126074,0.0063037249,0.0091690544,0.017765043,0.0131805158,0.0263610315,0.0401146132,0.0905444126
81,0,15,0,970,2117,236,305,327,0.1010864431,0.0425129901,0.0051960321,0.012753897,0.129900803,0.0056683987,0.0094473311,0.104393009,0.1554085971,0.0089749646,0.0023618328,0.0113367974,0.0146433632,0.0340103921,0.0477090222,0.1100614077
82,0,14,0.29,1704,6381,299,336,499,0.146372042,0.0628428146,0.0042313117,0.0429399781,0.1788120984,0.0238207178,0.0114402131,0.0556339132,0.1689390378,0.0050148879,0.0064253252,0.0007835762,0.0114402131,0.0275818837,0.0670741263,0.0794546309
83,1,20,0.35,2850,10876,281,363,433,0.1695476278,0.0614196396,0.0050570063,0.0267561604,0.1080360427,0.0380654652,0.0114012505,0.1066568591,0.1611805811,0.0062522986,0.0262044869,0.0092865024,0.007447591,0.0137918352,0.0664766458,0.1447223244
84,0,14,0,1217,3151,273,324,359,0.0983814662,0.0456997778,0.0063471914,0.0092034275,0.1123452872,0.0031735957,0.0038083148,0.0748968581,0.0910821961,0.0114249445,0.0034909553,0.0057124722,0.0085687083,0.0295144399,0.0520469692,0.0780704538
85,0,10,0,600,1738,249,336,444,0.1265822785,0.0489067894,0.0074798619,0.0437284235,0.1588032221,0.001150748,0.002301496,0.1346375144,0.2272727273,0.001150748,0.001726122,0.001726122,0.0080552359,0.0333716916,0.0563866513,0.1357882624
86,0,10,0,426,1044,228,328,305,0.087164751,0.0383141762,0.0105363985,0.0057471264,0.0766283525,0.0028735632,0.0028735632,0.1475095785,0.1752873563,0.0134099617,0.0038314176,0.0162835249,0.0057471264,0.0220306513,0.0488505747,0.1503831418
87,0,17,0.12,1947,6042,250,302,382,0.1284342933,0.046673287,0.009102946,0.0221780867,0.1026150281,0.0283018868,0.0153922542,0.0743131413,0.1451506124,0.0038066865,0.0038066865,0.0178748759,0.0084409136,0.0208540218,0.055776233,0.1026150281
88,0,12,0.08,1444,5296,258,329,327,0.1380287009,0.0336102719,0.0117069486,0.0039652568,0.0581570997,0.019826284,0.0113293051,0.1042296073,0.0872356495,0.0028323263,0.0028323263,0.0117069486,0.0024546828,0.0081193353,0.0453172205,0.1240558912
89,0,13,0.15,1407,4522,262,354,406,0.1528084918,0.0479876161,0.0072976559,0.0269792127,0.1134453782,0.0143741707,0.0090667846,0.1258292791,0.2072091995,0.0048651039,0.020123839,0.0106147722,0.0090667846,0.0170278638,0.055285272,0.1402034498
90,0,11,0,761,2300,257,329,416,0.1260869565,0.0504347826,0.0034782609,0.0339130435,0.1586956522,0.0030434783,0.0034782609,0.107826087,0.2652173913,0.0043478261,0.0026086957,0.0065217391,0.0069565217,0.0347826087,0.0539130435,0.1108695652
91,0,12,0,551,1462,219,267,317,0.0800273598,0.0383036936,0.0034199726,0.0177838577,0.1012311902,0.0020519836,0.0047879617,0.0656634747,0.1682626539,0.0136798906,0.0034199726,0.0109439124,0.0109439124,0.0294117647,0.0417236662,0.0677154583
92,0,12,0.08,1538,5233,282,360,396,0.1228740684,0.0477737436,0.0040129945,0.0191094974,0.125740493,0.0082170839,0.0078348939,0.1247850182,0.1265048729,0.0124211733,0.0024842347,0.0084081789,0.0097458437,0.029810816,0.051786738,0.133002102
93,1,18,0.67,2440,9180,328,415,443,0.1648148148,0.062962963,0.0066448802,0.0128540305,0.1104575163,0.0026143791,0.0038126362,0.1538126362,0.0811546841,0.0196078431,0.0025054466,0.0031590414,0.0104575163,0.025708061,0.0696078431,0.1564270153
94,0,12,0.17,1540,5562,254,313,366,0.1244156778,0.0397339087,0.0071916577,0.0190578928,0.0999640417,0.0071916577,0.0068320748,0.0830636462,0.1003236246,0.0050341604,0.0053937433,0.0174397699,0.0068320748,0.0204962244,0.0469255663,0.0902553038
95,0,14,0.21,1849,7043,268,353,471,0.1786170666,0.0428794548,0.0093710067,0.0471390033,0.1453925884,0.0654550618,0.0239954565,0.1297742439,0.2494675564,0.0106488712,0.0075252023,0.0022717592,0.0090870368,0.0151923896,0.0522504615,0.1952293057
96,0,16,0.38,2113,7213,279,358,472,0.1502842091,0.0565645363,0.0084569527,0.0397892694,0.1626230417,0.0062387356,0.0079023984,0.1264383752,0.1669208374,0.0177457369,0.0038818799,0.0006931928,0.0134479412,0.0234299182,0.065021489,0.1326771108
97,0,10,0,976,3068,272,323,389,0.1183181226,0.0466101695,0.0078226858,0.0182529335,0.1157105606,0.0208604954,0.0127118644,0.0746414602,0.1261408083,0.0084745763,0.0042372881,0.0088005215,0.0052151239,0.027053455,0.0544328553,0.0955019557
98,0,19,0.21,2264,7245,254,315,346,0.0937198068,0.0418219462,0.0035886818,0.0144927536,0.1140096618,0.0052449965,0.0069013112,0.0915113872,0.0839199448,0.0124223602,0.0027605245,0.0195997239,0.0107660455,0.026363009,0.045410628,0.0967563837
99,0,17,0,1099,3282,253,288,375,0.0880560634,0.0511882998,0.0036563071,0.021023766,0.1054235222,0.0027422303,0.0042656917,0.0472273004,0.1697135893,0.0039609994,0.0036563071,0.0094454601,0.005789153,0.0286410725,0.0548446069,0.0499695308
100,0,14,0.07,1720,5770,260,323,362,0.1171577123,0.0445407279,0.0051993068,0.0157712305,0.108492201,0.0166377816,0.0100519931,0.0866551127,0.1386481802,0.0017331023,0.0109185442,0.0168110919,0.0093587522,0.0251299827,0.0497400347,0.1032928943
101,0,14,0,784,1581,272,330,357,0.1157495256,0.0316255534,0.0075901328,0.0126502214,0.0999367489,0.0297280202,0.0151802657,0.0904490829,0.173940544,0.009487666,0.0006325111,0.008855155,0.0101201771,0.0208728653,0.0392156863,0.1201771031
102,0,11,0,1058,2629,249,312,410,0.1437809053,0.0498288323,0.0083682008,0.0315709395,0.1057436288,0.037276531,0.0190186383,0.0901483454,0.1783948269,0.0087485736,0.0030429821,0.0053252187,0.0049448459,0.0140737923,0.0581970331,0.1274248764
103,0,11,0,930,2517,248,313,337,0.1056813667,0.0361541518,0.0075486691,0.0123162495,0.0969408025,0.010727056,0.0067540723,0.0953516091,0.0949543107,0.0115216528,0.0035756853,0.0099324593,0.0099324593,0.0357568534,0.0437028208,0.1060786651
104,0,16,0.31,2247,8418,260,300,320,0.1172487527,0.0311237824,0.0117605132,0.0017818959,0.0623663578,0.0377761939,0.0124732716,0.0563079116,0.0675932526,0.0053456878,0.0020194821,0.0179377524,0.0051081017,0.0143739606,0.0428842956,0.0940841055
105,0,16,0,1725,5780,242,299,372,0.1115916955,0.0346020761,0.0057093426,0.0280276817,0.1131487889,0.0070934256,0.0048442907,0.0813148789,0.1610726644,0.0128027682,0.0043252595,0.0064013841,0.0091695502,0.0235294118,0.0403114187,0.0884083045
